fid,survey_id,title,survey_date,region,type,lat,lon
99,AL-PA-2402-16,FieldSurvey_20240205-06_PA,2024/2/5,S02W052,🚁,-51.79497012,-2.693448414
100,AL-PA-2402-17,FieldSurvey_20240205-06_PA,2024/2/5,S02W052,🚁,-51.72028358,-2.782371745
101,AL-PA-2402-19,FieldSurvey_20240205-06_PA,2024/2/5,S02W052,🚁,-51.69358271,-2.804346923
102,AL-PA-2402-20,FieldSurvey_20240205-06_PA,2024/2/5,S02W052,🚁,-51.71680708,-2.597181033
103,AL-PA-2402-21Ref,FieldSurvey_20240205-06_PA,2024/2/5,S02W052,🚁,-51.74522916,-2.612318506
104,AL-PA-2402-22,FieldSurvey_20240205-06_PA,2024/2/5,S02W052,🚁,-51.81659983,-2.489973743
105,AL-PA-2402-23Ref,FieldSurvey_20240205-06_PA,2024/2/5,S02W052,🚁,-51.42459244,-2.849871953
106,AL-PA-2402-24,FieldSurvey_20240205-06_PA,2024/2/5,S02W052,🚁,-51.77873907,-2.982053003
107,AL-PA-2402-25,FieldSurvey_20240205-06_PA,2024/2/5,S02W052,🚁,-51.78550422,-2.986779883
108,AL-PA-2402-26,FieldSurvey_20240205-06_PA,2024/2/5,S02W052,🚁,-51.79890285,-2.983895431
109,AL-PA-2402-27Ref,FieldSurvey_20240205-06_PA,2024/2/5,S02W052,🚁,-51.97408211,-2.949322326
110,AL-PA-2403-01,FieldSurvey_20240318-21_PA,2024/3/19,S02W052,🚙,-51.60904149,-2.771227412
111,AL-PA-2403-02,FieldSurvey_20240318-21_PA,2024/3/19,S02W052,🚙,-51.66482422,-2.770269057
112,AL-PA-2403-09,FieldSurvey_20240318-21_PA,2024/3/18,S02W052,🚙,-51.79730747,-2.726145511
113,AL-PA-2403-16Ref,FieldSurvey_20240318-21_PA,2024/3/20,S03W053,🚙,-52.40355708,-3.313626628
114,AL-PA-2403-17Ref,FieldSurvey_20240318-21_PA,2024/3/20,S02W053,🚙,-52.18848373,-2.886720719
115,AL-PA-2403-18,FieldSurvey_20240318-21_PA,2024/3/20,S02W053,🚙,-52.29142909,-2.818765644
116,AL-PA-2403-19,FieldSurvey_20240318-21_PA,2024/3/18,S02W052,🚙,-51.66018994,-2.932142986
117,AL-PA-2406-01,FieldSurvey_20240610-14_PA,2024/6/10,S02W052,🚙,-51.81954968,-2.672809128
118,AL-PA-2406-03,FieldSurvey_20240610-14_PA,2024/6/11,S02W052,🚙,-51.72396062,-2.773404069
119,AL-PA-2406-04Ref,FieldSurvey_20240610-14_PA,2024/6/11,S02W052,🚙,-51.66323381,-2.998851749
120,AL-PA-2406-05,FieldSurvey_20240610-14_PA,2024/6/10,S02W052,🚙,-51.85564224,-2.582701522
121,AL-PA-2406-06,FieldSurvey_20240610-14_PA,2024/6/10,S02W052,🚙,-51.86886744,-2.584252043
122,BA-AM-2305-36,FieldSurvey_20230525-0601_RO_AC,2023/5/26,S09W068,🚁,-67.25805055,-8.472003159
123,BA-AM-2305-37,FieldSurvey_20230525-0601_RO_AC,2023/5/26,S09W068,🚁,-67.23971038,-8.463399755
124,AB-RO-2305-04a,FieldSurvey_20230525-0601_RO_AC,2023/5/26,S09W067,🚁,-66.11907139,-9.122073893
125,AB-RO-2305-04b,FieldSurvey_20230525-0601_RO_AC,2023/5/26,S09W067,🚁,-66.12234042,-9.134798101
126,AB-RO-2305-04c,FieldSurvey_20230525-0601_RO_AC,2023/5/26,S09W067,🚁,-66.10255559,-9.136472983
127,EX-RO-2305-22,FieldSurvey_20230525-0601_RO_AC,2023/5/31,S09W067,🚙,-66.96019563,-9.768948496
128,EX-RO-2305-23,FieldSurvey_20230525-0601_RO_AC,2023/5/31,S09W067,🚙,-66.84135751,-9.895573769
